geography,date,sex,age,isced11,Population_in_thousands,Country_Name,Life_expectancy_in_years
LT,2014,F,Y55-59,ED5-8,39.4,Lithuania,80.1
LT,2014,F,Y40-64,ED0-2,21.8,Lithuania,80.1
LT,2014,F,Y20-64,ED5-8,373.4,Lithuania,80.1
LT,2014,F,Y40-64,ED3_4,333.5,Lithuania,80.1
LT,2014,F,Y40-64,TOTAL,550,Lithuania,80.1
LT,2014,F,Y20-64,ED0-2,51.2,Lithuania,80.1
LT,2014,F,Y15-64,TOTAL,1011.7,Lithuania,80.1
LT,2014,F,Y15-39,ED0-2,104.6,Lithuania,80.1
LT,2014,F,Y45-49,ED3_4,64.5,Lithuania,80.1
LT,2014,F,Y25-39,ED5-8,156.3,Lithuania,80.1
LT,2014,F,Y55-59,ED3_4,68.9,Lithuania,80.1
LT,2014,F,Y25-29,ED3_4,30.5,Lithuania,80.1
LT,2014,F,Y20-24,ED0-2,7.4,Lithuania,80.1
LT,2014,F,Y25-59,ED3_4,365.2,Lithuania,80.1
LT,2014,F,Y25-59,TOTAL,726.6,Lithuania,80.1
LT,2014,F,Y45-49,ED5-8,43.3,Lithuania,80.1
LT,2014,F,Y25-29,ED5-8,52.7,Lithuania,80.1
LT,2014,F,Y25-74,ED0-2,94.6,Lithuania,80.1
LT,2014,F,Y40-59,ED5-8,168.7,Lithuania,80.1
LT,2014,F,Y25-64,ED5-8,351,Lithuania,80.1
LT,2014,F,Y50-74,ED3_4,297.2,Lithuania,80.1
LT,2014,F,Y55-59,TOTAL,112.4,Lithuania,80.1
LT,2014,F,Y65-69,ED5-8,18.9,Lithuania,80.1
LT,2014,F,Y40-64,ED5-8,194.7,Lithuania,80.1
LT,2014,F,Y15-39,ED3_4,178.4,Lithuania,80.1
LT,2014,F,Y35-39,ED5-8,45.2,Lithuania,80.1
LT,2014,F,Y30-34,ED0-2,7,Lithuania,80.1
LT,2014,F,Y50-59,ED0-2,7.1,Lithuania,80.1
LT,2014,F,Y15-74,ED0-2,177.2,Lithuania,80.1
LT,2014,F,Y25-54,TOTAL,614.3,Lithuania,80.1
LT,2014,F,Y55-59,ED0-2,4.1,Lithuania,80.1
LT,2014,F,Y25-49,ED3_4,218.6,Lithuania,80.1
LT,2014,F,Y25-49,ED5-8,242.5,Lithuania,80.1
LT,2014,F,Y50-54,TOTAL,123.8,Lithuania,80.1
LT,2014,F,Y40-59,TOTAL,452.2,Lithuania,80.1
LT,2014,F,Y15-59,ED0-2,119.1,Lithuania,80.1
LT,2014,F,Y25-59,ED0-2,36.5,Lithuania,80.1
LT,2014,F,Y25-74,ED5-8,386.3,Lithuania,80.1
LT,2014,F,Y50-74,TOTAL,506.2,Lithuania,80.1
LT,2014,F,Y50-64,ED0-2,14.4,Lithuania,80.1
LT,2014,F,Y40-59,ED0-2,14.5,Lithuania,80.1
LT,2014,F,Y25-29,ED0-2,5.5,Lithuania,80.1
LT,2014,F,Y25-74,TOTAL,996.7,Lithuania,80.1
LT,2014,F,Y20-24,ED3_4,72.8,Lithuania,80.1
LT,2014,F,Y60-64,ED0-2,7.3,Lithuania,80.1
LT,2014,F,Y15-74,TOTAL,1183.9,Lithuania,80.1
LT,2014,F,Y30-34,ED3_4,27.7,Lithuania,80.1
LT,2014,M,Y55-59,TOTAL,92.4,Lithuania,69.2
LT,2014,M,Y15-64,ED3_4,553.5,Lithuania,69.2
LT,2014,M,Y25-54,TOTAL,586.3,Lithuania,69.2
LT,2014,M,Y40-64,TOTAL,472.6,Lithuania,69.2
LT,2014,M,Y55-64,ED0-2,12.1,Lithuania,69.2
LT,2014,M,Y20-64,ED5-8,242.8,Lithuania,69.2
LT,2014,M,Y15-59,ED5-8,226.6,Lithuania,69.2
LT,2014,M,Y25-54,ED5-8,188.4,Lithuania,69.2
LT,2014,M,Y25-49,ED0-2,46.1,Lithuania,69.2
LT,2014,M,Y55-59,ED5-8,22.1,Lithuania,69.2
LT,2014,M,Y15-24,TOTAL,198.4,Lithuania,69.2
LT,2014,M,Y50-54,TOTAL,108.8,Lithuania,69.2
LT,2014,M,Y15-64,ED5-8,242.8,Lithuania,69.2
LT,2014,M,Y25-39,ED0-2,34.1,Lithuania,69.2
LT,2014,M,Y65-69,ED0-2,11.2,Lithuania,69.2
LT,2014,M,Y50-54,ED3_4,81.9,Lithuania,69.2
LT,2014,M,Y35-39,TOTAL,89.4,Lithuania,69.2
LT,2014,M,Y20-64,ED0-2,72.9,Lithuania,69.2
LT,2014,M,Y30-34,ED0-2,10.8,Lithuania,69.2
LT,2014,M,Y40-64,ED0-2,27.9,Lithuania,69.2
LT,2014,M,Y25-29,TOTAL,95.4,Lithuania,69.2
LT,2014,M,Y15-19,ED0-2,80,Lithuania,69.2
LT,2014,M,Y40-64,ED5-8,113.5,Lithuania,69.2
LT,2014,M,Y60-64,ED5-8,16.1,Lithuania,69.2
LT,2014,M,Y50-74,TOTAL,377.7,Lithuania,69.2
LT,2014,M,Y65-69,ED3_4,32.6,Lithuania,69.2
LT,2014,M,Y25-39,TOTAL,278.3,Lithuania,69.2
LT,2014,M,Y20-24,ED5-8,16.1,Lithuania,69.2
LT,2014,M,Y15-39,ED3_4,222.3,Lithuania,69.2
LT,2014,M,Y50-64,ED5-8,61.4,Lithuania,69.2
LT,2014,M,Y25-59,ED0-2,55.6,Lithuania,69.2
LT,2014,M,Y25-64,ED0-2,62,Lithuania,69.2
LT,2014,M,Y50-59,ED5-8,45.3,Lithuania,69.2
LT,2014,M,Y30-34,TOTAL,93.5,Lithuania,69.2
LT,2014,M,Y40-59,ED5-8,97.3,Lithuania,69.2
LT,2014,M,Y60-64,ED0-2,6.5,Lithuania,69.2
LT,2014,M,Y25-74,TOTAL,855.2,Lithuania,69.2
LT,2014,M,Y25-29,ED5-8,42.6,Lithuania,69.2
LT,2014,M,Y25-64,TOTAL,750.9,Lithuania,69.2
LT,2014,M,Y25-74,ED5-8,246.2,Lithuania,69.2
LT,2014,M,Y20-64,ED3_4,544.1,Lithuania,69.2
LT,2014,M,Y40-44,ED0-2,8.1,Lithuania,69.2
LT,2014,M,Y15-74,ED5-8,262.3,Lithuania,69.2
LT,2014,M,Y50-64,ED3_4,196.1,Lithuania,69.2
LT,2014,M,Y55-64,TOTAL,164.6,Lithuania,69.2
LT,2014,M,Y50-74,ED0-2,45.8,Lithuania,69.2
LT,2014,M,Y15-24,ED0-2,90.9,Lithuania,69.2
LT,2014,M,Y30-34,ED5-8,41.1,Lithuania,69.2
LT,2014,M,Y25-74,ED0-2,91.9,Lithuania,69.2
LT,2014,M,Y30-34,ED3_4,41.6,Lithuania,69.2
LT,2014,M,Y15-59,TOTAL,877.1,Lithuania,69.2
LT,2014,M,Y15-39,ED5-8,129.3,Lithuania,69.2
LT,2014,M,Y15-74,TOTAL,1053.6,Lithuania,69.2
LT,2014,M,Y40-64,ED3_4,331.2,Lithuania,69.2
LT,2014,M,Y15-24,ED3_4,91.4,Lithuania,69.2
LT,2014,M,Y25-59,ED5-8,210.5,Lithuania,69.2
LT,2014,M,Y45-49,ED3_4,72.2,Lithuania,69.2
LT,2014,M,Y25-39,ED3_4,131,Lithuania,69.2
LT,2014,M,Y40-59,TOTAL,400.5,Lithuania,69.2
LT,2014,M,Y25-49,TOTAL,477.4,Lithuania,69.2
LT,2014,M,Y40-44,ED3_4,62.9,Lithuania,69.2
LT,2014,M,Y55-64,ED5-8,38.2,Lithuania,69.2
LT,2014,M,Y25-54,ED0-2,49.9,Lithuania,69.2
LT,2014,M,Y35-39,ED0-2,12.6,Lithuania,69.2
LT,2014,M,Y25-49,ED3_4,266.1,Lithuania,69.2
LT,2014,M,Y25-29,ED0-2,10.7,Lithuania,69.2
LT,2014,M,Y15-19,TOTAL,89.5,Lithuania,69.2
LT,2014,M,Y15-59,ED0-2,146.5,Lithuania,69.2
LT,2014,M,Y55-64,ED3_4,114.2,Lithuania,69.2
LT,2014,M,Y50-59,TOTAL,201.3,Lithuania,69.2
LT,2014,M,Y20-24,ED0-2,10.9,Lithuania,69.2
LT,2014,M,Y35-39,ED3_4,47.2,Lithuania,69.2
LT,2014,M,Y65-69,ED5-8,10.8,Lithuania,69.2
LT,2014,M,Y15-59,ED3_4,504,Lithuania,69.2
LT,2014,M,Y50-59,ED0-2,9.4,Lithuania,69.2
LT,2014,M,Y15-19,ED3_4,9.5,Lithuania,69.2
LT,2014,M,Y40-44,ED5-8,27.7,Lithuania,69.2
LT,2014,M,Y15-24,ED5-8,16.1,Lithuania,69.2
LT,2014,M,Y55-59,ED3_4,64.7,Lithuania,69.2
LT,2014,M,Y25-64,ED3_4,462.2,Lithuania,69.2
LT,2014,M,Y15-74,ED3_4,608.4,Lithuania,69.2
LT,2014,M,Y25-54,ED3_4,347.9,Lithuania,69.2
LT,2014,M,Y55-59,ED0-2,5.7,Lithuania,69.2
LT,2014,M,Y25-64,ED5-8,226.7,Lithuania,69.2
LT,2014,M,Y65-69,TOTAL,54.6,Lithuania,69.2
LT,2014,M,Y40-59,ED0-2,21.5,Lithuania,69.2
LT,2014,M,Y45-49,TOTAL,100.5,Lithuania,69.2
LT,2014,M,Y40-44,TOTAL,98.7,Lithuania,69.2
LT,2014,M,Y20-24,TOTAL,108.9,Lithuania,69.2
LT,2014,M,Y15-39,TOTAL,476.6,Lithuania,69.2
LT,2014,M,Y50-74,ED3_4,251,Lithuania,69.2
LT,2014,M,Y25-59,TOTAL,678.7,Lithuania,69.2
LT,2014,M,Y45-49,ED5-8,24.4,Lithuania,69.2
LT,2014,M,Y40-59,ED3_4,281.7,Lithuania,69.2
LT,2014,M,Y60-64,TOTAL,72.1,Lithuania,69.2
LT,2014,M,Y25-49,ED5-8,165.2,Lithuania,69.2
LT,2014,M,Y15-39,ED0-2,125,Lithuania,69.2
LT,2014,M,Y15-64,ED0-2,152.9,Lithuania,69.2
LT,2014,M,Y50-64,TOTAL,273.4,Lithuania,69.2
LT,2014,M,Y50-59,ED3_4,146.5,Lithuania,69.2
LT,2014,M,Y25-29,ED3_4,42.1,Lithuania,69.2
LT,2014,M,Y50-54,ED0-2,3.8,Lithuania,69.2
LT,2014,M,Y45-49,ED0-2,3.9,Lithuania,69.2
LT,2014,M,Y25-74,ED3_4,517.1,Lithuania,69.2
LT,2014,M,Y50-54,ED5-8,23.2,Lithuania,69.2
LT,2014,M,Y35-39,ED5-8,29.5,Lithuania,69.2
LT,2014,M,Y15-74,ED0-2,182.8,Lithuania,69.2
LT,2014,M,Y60-64,ED3_4,49.5,Lithuania,69.2
LT,2014,M,Y20-24,ED3_4,81.9,Lithuania,69.2
LT,2014,M,Y20-64,TOTAL,859.7,Lithuania,69.2
LT,2014,M,Y50-64,ED0-2,15.9,Lithuania,69.2
LT,2014,M,Y25-39,ED5-8,113.2,Lithuania,69.2
LT,2014,M,Y15-64,TOTAL,949.2,Lithuania,69.2
LT,2014,M,Y25-59,ED3_4,412.6,Lithuania,69.2
LT,2014,M,Y50-74,ED5-8,80.9,Lithuania,69.2
LT,2015,F,Y55-64,ED5-8,72.4,Lithuania,79.7
LT,2015,F,Y15-74,ED5-8,431.1,Lithuania,79.7
LT,2015,F,Y50-64,ED0-2,12.4,Lithuania,79.7
LT,2015,F,Y25-64,ED5-8,370.6,Lithuania,79.7
LT,2015,F,Y15-24,ED0-2,76.7,Lithuania,79.7
LT,2015,F,Y25-54,ED0-2,30.3,Lithuania,79.7
LT,2015,F,Y30-34,ED5-8,64.7,Lithuania,79.7
LT,2015,F,Y50-54,ED0-2,2.2,Lithuania,79.7
LT,2015,F,Y35-39,ED0-2,9.8,Lithuania,79.7
LT,2015,F,Y55-64,ED3_4,131.4,Lithuania,79.7
LT,2015,F,Y30-34,ED0-2,5,Lithuania,79.7
LT,2015,F,Y25-74,ED3_4,498.8,Lithuania,79.7
LT,2015,F,Y25-64,ED3_4,406.7,Lithuania,79.7
LT,2015,F,Y25-49,ED5-8,253.2,Lithuania,79.7
LT,2015,F,Y40-44,ED5-8,45.6,Lithuania,79.7
LT,2015,F,Y40-59,ED0-2,15.3,Lithuania,79.7
LT,2015,F,Y40-64,TOTAL,545.5,Lithuania,79.7
LT,2015,F,Y50-59,ED3_4,143.3,Lithuania,79.7
LT,2015,F,Y20-64,TOTAL,916.5,Lithuania,79.7
LT,2015,F,Y35-39,TOTAL,89.5,Lithuania,79.7
LT,2015,F,Y50-59,TOTAL,236.3,Lithuania,79.7
LT,2015,F,Y25-29,ED3_4,29.5,Lithuania,79.7
LT,2015,F,Y65-69,ED3_4,53.6,Lithuania,79.7
LT,2015,F,Y25-54,ED3_4,275.3,Lithuania,79.7
LT,2015,F,Y15-59,ED5-8,363.8,Lithuania,79.7
LT,2015,F,Y15-39,ED5-8,188.9,Lithuania,79.7
LT,2015,F,Y15-24,TOTAL,180,Lithuania,79.7
LT,2015,F,Y20-24,ED0-2,6.9,Lithuania,79.7
LT,2015,F,Y40-59,ED3_4,257.8,Lithuania,79.7
LT,2015,F,Y25-59,ED5-8,339.5,Lithuania,79.7
LT,2015,F,Y50-74,ED5-8,153.6,Lithuania,79.7
LT,2015,F,Y25-39,TOTAL,272.3,Lithuania,79.7
LT,2015,F,Y50-54,TOTAL,119.9,Lithuania,79.7
LT,2015,F,Y20-24,TOTAL,98.7,Lithuania,79.7
LT,2015,F,Y25-74,ED0-2,84.6,Lithuania,79.7
LT,2015,F,Y25-54,TOTAL,603.9,Lithuania,79.7
LT,2015,F,Y60-64,ED3_4,60.9,Lithuania,79.7
LT,2015,F,Y25-64,TOTAL,817.8,Lithuania,79.7
LT,2015,F,Y20-64,ED0-2,47.4,Lithuania,79.7
LT,2015,F,Y25-49,ED0-2,28.1,Lithuania,79.7
LT,2015,F,Y15-19,TOTAL,81.4,Lithuania,79.7
LT,2015,F,Y15-19,ED3_4,11.5,Lithuania,79.7
LT,2015,F,Y25-54,ED5-8,298.2,Lithuania,79.7
LT,2015,F,Y55-59,ED0-2,4.5,Lithuania,79.7
LT,2015,F,Y15-39,ED3_4,167.1,Lithuania,79.7
LT,2015,F,Y25-59,ED3_4,345.9,Lithuania,79.7
LT,2015,F,Y45-49,ED3_4,63.4,Lithuania,79.7
LT,2015,F,Y55-64,TOTAL,213.9,Lithuania,79.7
LT,2015,F,Y40-64,ED0-2,21,Lithuania,79.7
LT,2015,F,Y35-39,ED5-8,46.1,Lithuania,79.7
LT,2015,F,Y50-74,ED0-2,56.5,Lithuania,79.7
LT,2015,F,Y25-29,TOTAL,88.1,Lithuania,79.7
LT,2015,F,Y50-54,ED5-8,45,Lithuania,79.7
LT,2015,F,Y40-44,ED0-2,5.9,Lithuania,79.7
LT,2015,F,Y15-59,ED0-2,111.6,Lithuania,79.7
LT,2015,F,Y40-64,ED5-8,206,Lithuania,79.7
LT,2015,F,Y15-39,ED0-2,96.2,Lithuania,79.7
LT,2015,F,Y25-29,ED5-8,53.9,Lithuania,79.7
LT,2015,F,Y20-64,ED3_4,474.2,Lithuania,79.7
LT,2015,F,Y50-54,ED3_4,72.7,Lithuania,79.7
LT,2015,F,Y55-59,ED5-8,41.3,Lithuania,79.7
LT,2015,F,Y50-74,TOTAL,506.2,Lithuania,79.7
LT,2015,F,Y25-59,ED0-2,34.9,Lithuania,79.7
LT,2015,F,Y65-69,TOTAL,88,Lithuania,79.7
LT,2015,F,Y25-49,TOTAL,483.9,Lithuania,79.7
LT,2015,F,Y15-64,ED3_4,485.8,Lithuania,79.7
LT,2015,F,Y50-64,ED5-8,117.4,Lithuania,79.7
LT,2015,F,Y25-74,TOTAL,990.1,Lithuania,79.7
LT,2015,F,Y15-59,TOTAL,900.3,Lithuania,79.7
LT,2015,F,Y25-39,ED3_4,88.1,Lithuania,79.7
LT,2015,F,Y15-39,TOTAL,452.3,Lithuania,79.7
LT,2015,F,Y25-74,ED5-8,406.8,Lithuania,79.7
LT,2015,F,Y25-39,ED5-8,164.7,Lithuania,79.7
LT,2015,F,Y40-59,TOTAL,448,Lithuania,79.7
LT,2015,F,Y45-49,ED5-8,42.9,Lithuania,79.7
LT,2015,F,Y25-49,ED3_4,202.6,Lithuania,79.7
LT,2015,F,Y60-64,ED0-2,5.6,Lithuania,79.7
LT,2015,F,Y15-64,ED0-2,117.2,Lithuania,79.7
LT,2015,F,Y45-49,TOTAL,108.9,Lithuania,79.7
LT,2015,F,Y40-44,TOTAL,102.7,Lithuania,79.7
LT,2015,F,Y25-64,ED0-2,40.5,Lithuania,79.7
LT,2015,F,Y55-64,ED0-2,10.1,Lithuania,79.7
LT,2015,F,Y65-69,ED0-2,13.8,Lithuania,79.7
LT,2015,F,Y50-59,ED5-8,86.3,Lithuania,79.7
LT,2015,F,Y50-59,ED0-2,6.8,Lithuania,79.7
LT,2015,F,Y45-49,ED0-2,2.6,Lithuania,79.7
LT,2015,F,Y55-59,ED3_4,70.6,Lithuania,79.7
LT,2015,F,Y15-74,ED0-2,161.3,Lithuania,79.7
LT,2015,F,Y15-59,ED3_4,424.9,Lithuania,79.7
LT,2015,F,Y20-24,ED3_4,67.5,Lithuania,79.7
LT,2015,F,Y40-59,ED5-8,174.8,Lithuania,79.7
LT,2015,F,Y40-64,ED3_4,318.6,Lithuania,79.7
LT,2015,F,Y25-39,ED0-2,19.5,Lithuania,79.7
LT,2015,F,Y35-39,ED3_4,33.7,Lithuania,79.7
LT,2015,F,Y15-64,ED5-8,394.9,Lithuania,79.7
LT,2015,F,Y25-29,ED0-2,4.7,Lithuania,79.7
LT,2015,F,Y20-24,ED5-8,24.3,Lithuania,79.7
LT,2015,F,Y15-19,ED0-2,69.8,Lithuania,79.7
LT,2015,F,Y60-64,ED5-8,31.1,Lithuania,79.7
LT,2015,F,Y20-64,ED5-8,394.9,Lithuania,79.7
LT,2015,F,Y65-69,ED5-8,20.7,Lithuania,79.7
LT,2015,F,Y15-74,TOTAL,1170.1,Lithuania,79.7
LT,2015,F,Y25-59,TOTAL,720.2,Lithuania,79.7
LT,2015,F,Y30-34,TOTAL,94.6,Lithuania,79.7
LT,2015,F,Y30-34,ED3_4,24.9,Lithuania,79.7
LT,2015,F,Y60-64,TOTAL,97.6,Lithuania,79.7
LT,2015,F,Y50-74,ED3_4,296.1,Lithuania,79.7
LT,2015,F,Y55-59,TOTAL,116.4,Lithuania,79.7
LT,2015,F,Y15-74,ED3_4,577.8,Lithuania,79.7
LT,2015,F,Y15-24,ED3_4,79,Lithuania,79.7
LT,2015,F,Y50-64,TOTAL,333.9,Lithuania,79.7
LT,2015,F,Y15-64,TOTAL,997.9,Lithuania,79.7
LT,2015,F,Y50-64,ED3_4,204.1,Lithuania,79.7
LT,2015,F,Y15-24,ED5-8,24.3,Lithuania,79.7
LT,2015,F,Y40-44,ED3_4,51.2,Lithuania,79.7
LT,2015,M,Y15-59,ED0-2,142.2,Lithuania,69.2
LT,2015,M,Y50-54,TOTAL,106,Lithuania,69.2
LT,2015,M,Y15-19,ED3_4,9.1,Lithuania,69.2
LT,2015,M,Y15-39,ED5-8,132.5,Lithuania,69.2
LT,2015,M,Y20-24,ED3_4,79.9,Lithuania,69.2
LT,2015,M,Y65-69,ED3_4,34.4,Lithuania,69.2
LT,2015,M,Y15-39,ED3_4,213.4,Lithuania,69.2
LT,2015,M,Y25-54,ED5-8,194.9,Lithuania,69.2
LT,2015,M,Y30-34,ED5-8,46.7,Lithuania,69.2
LT,2015,M,Y45-49,ED5-8,23,Lithuania,69.2
LT,2015,M,Y40-64,ED3_4,326.2,Lithuania,69.2
LT,2015,M,Y25-49,ED0-2,46.8,Lithuania,69.2
LT,2015,M,Y15-74,ED3_4,596.8,Lithuania,69.2
LT,2015,M,Y15-24,ED0-2,88.2,Lithuania,69.2
LT,2015,M,Y15-74,TOTAL,1041.3,Lithuania,69.2
LT,2015,M,Y15-24,TOTAL,189.3,Lithuania,69.2
LT,2015,M,Y20-24,TOTAL,103.6,Lithuania,69.2
LT,2015,M,Y25-29,ED5-8,39.1,Lithuania,69.2
LT,2015,M,Y15-24,ED3_4,88.9,Lithuania,69.2
LT,2015,M,Y15-59,TOTAL,864.1,Lithuania,69.2
LT,2015,M,Y50-54,ED0-2,3.6,Lithuania,69.2
LT,2015,M,Y60-64,ED3_4,46.4,Lithuania,69.2
LT,2015,M,Y25-64,TOTAL,747.5,Lithuania,69.2
LT,2015,M,Y35-39,TOTAL,87.4,Lithuania,69.2
LT,2015,M,Y25-54,TOTAL,578.8,Lithuania,69.2
LT,2015,M,Y50-59,ED3_4,148.5,Lithuania,69.2
LT,2015,M,Y45-49,TOTAL,99.2,Lithuania,69.2
LT,2015,M,Y50-59,TOTAL,202,Lithuania,69.2
LT,2015,M,Y25-59,ED3_4,404.1,Lithuania,69.2
LT,2015,M,Y25-49,TOTAL,472.8,Lithuania,69.2
LT,2015,M,Y25-29,ED3_4,42.6,Lithuania,69.2
LT,2015,M,Y25-39,ED5-8,120.4,Lithuania,69.2
LT,2015,M,Y25-49,ED5-8,170.3,Lithuania,69.2
LT,2015,M,Y60-64,TOTAL,72.7,Lithuania,69.2
LT,2015,M,Y50-59,ED0-2,7.2,Lithuania,69.2
LT,2015,M,Y15-74,ED5-8,268.9,Lithuania,69.2
LT,2015,M,Y60-64,ED0-2,7.4,Lithuania,69.2
LT,2015,M,Y55-64,ED5-8,40.6,Lithuania,69.2
LT,2015,M,Y45-49,ED0-2,4.7,Lithuania,69.2
LT,2015,M,Y40-44,ED3_4,59.8,Lithuania,69.2
LT,2015,M,Y40-64,ED5-8,115.1,Lithuania,69.2
LT,2015,M,Y15-19,ED0-2,76.6,Lithuania,69.2
LT,2015,M,Y30-34,ED3_4,40.5,Lithuania,69.2
LT,2015,M,Y55-59,ED5-8,21.8,Lithuania,69.2
LT,2015,M,Y35-39,ED5-8,34.6,Lithuania,69.2
LT,2015,M,Y50-64,ED3_4,194.9,Lithuania,69.2
LT,2015,M,Y40-44,ED5-8,26.9,Lithuania,69.2
LT,2015,M,Y50-64,ED5-8,65.2,Lithuania,69.2
LT,2015,M,Y25-64,ED5-8,235.5,Lithuania,69.2
LT,2015,M,Y40-59,ED3_4,279.7,Lithuania,69.2
LT,2015,M,Y50-64,ED0-2,14.6,Lithuania,69.2
LT,2015,M,Y25-39,TOTAL,277.9,Lithuania,69.2
LT,2015,M,Y40-64,ED0-2,28.3,Lithuania,69.2
LT,2015,M,Y50-64,TOTAL,274.7,Lithuania,69.2
LT,2015,M,Y25-54,ED3_4,333.6,Lithuania,69.2
LT,2015,M,Y20-64,ED5-8,247.6,Lithuania,69.2
LT,2015,M,Y15-64,ED0-2,149.6,Lithuania,69.2
LT,2015,M,Y50-74,TOTAL,379.2,Lithuania,69.2
LT,2015,M,Y25-74,ED0-2,87.4,Lithuania,69.2
LT,2015,M,Y65-69,ED0-2,9.6,Lithuania,69.2
LT,2015,M,Y40-44,ED0-2,9,Lithuania,69.2
LT,2015,M,Y25-29,TOTAL,91.5,Lithuania,69.2
LT,2015,M,Y50-54,ED3_4,77.9,Lithuania,69.2
LT,2015,M,Y15-64,ED3_4,539.5,Lithuania,69.2
LT,2015,M,Y25-64,ED3_4,450.6,Lithuania,69.2
LT,2015,M,Y25-39,ED3_4,124.4,Lithuania,69.2
LT,2015,M,Y65-69,TOTAL,57.2,Lithuania,69.2
LT,2015,M,Y50-74,ED0-2,40.6,Lithuania,69.2
LT,2015,M,Y55-64,ED3_4,117,Lithuania,69.2
LT,2015,M,Y25-74,ED5-8,256.8,Lithuania,69.2
LT,2015,M,Y25-74,TOTAL,852,Lithuania,69.2
LT,2015,M,Y25-59,ED5-8,216.7,Lithuania,69.2
LT,2015,M,Y25-29,ED0-2,9.8,Lithuania,69.2
LT,2015,M,Y20-64,TOTAL,851.1,Lithuania,69.2
LT,2015,M,Y40-44,TOTAL,95.7,Lithuania,69.2
LT,2015,M,Y25-54,ED0-2,50.3,Lithuania,69.2
LT,2015,M,Y60-64,ED5-8,18.9,Lithuania,69.2
LT,2015,M,Y25-49,ED3_4,255.7,Lithuania,69.2
LT,2015,M,Y15-64,TOTAL,936.8,Lithuania,69.2
LT,2015,M,Y30-34,TOTAL,99.1,Lithuania,69.2
LT,2015,M,Y30-34,ED0-2,11.8,Lithuania,69.2
LT,2015,M,Y20-64,ED0-2,73,Lithuania,69.2
LT,2015,M,Y15-39,TOTAL,467.2,Lithuania,69.2
LT,2015,M,Y15-39,ED0-2,121.3,Lithuania,69.2
LT,2015,M,Y35-39,ED3_4,41.2,Lithuania,69.2
LT,2015,M,Y55-59,ED0-2,3.6,Lithuania,69.2
LT,2015,M,Y25-74,ED3_4,507.8,Lithuania,69.2
LT,2015,M,Y55-64,ED0-2,11.1,Lithuania,69.2
LT,2015,M,Y45-49,ED3_4,71.4,Lithuania,69.2
LT,2015,M,Y40-64,TOTAL,469.6,Lithuania,69.2
LT,2015,M,Y50-59,ED5-8,46.3,Lithuania,69.2
LT,2015,M,Y55-64,TOTAL,168.7,Lithuania,69.2
LT,2015,M,Y20-24,ED0-2,11.6,Lithuania,69.2
LT,2015,M,Y15-24,ED5-8,12.1,Lithuania,69.2
LT,2015,M,Y15-59,ED3_4,493.1,Lithuania,69.2
LT,2015,M,Y25-59,ED0-2,54,Lithuania,69.2
LT,2015,M,Y15-64,ED5-8,247.6,Lithuania,69.2
LT,2015,M,Y25-39,ED0-2,33.1,Lithuania,69.2
LT,2015,M,Y65-69,ED5-8,13.1,Lithuania,69.2
LT,2015,M,Y50-74,ED5-8,86.5,Lithuania,69.2
LT,2015,M,Y40-59,ED5-8,96.2,Lithuania,69.2
LT,2015,M,Y50-54,ED5-8,24.6,Lithuania,69.2
LT,2015,M,Y55-59,ED3_4,70.6,Lithuania,69.2
LT,2015,M,Y40-59,ED0-2,20.9,Lithuania,69.2
LT,2015,M,Y20-64,ED3_4,530.5,Lithuania,69.2
LT,2015,M,Y15-59,ED5-8,228.8,Lithuania,69.2
LT,2015,M,Y55-59,TOTAL,96,Lithuania,69.2
LT,2015,M,Y25-64,ED0-2,61.4,Lithuania,69.2
LT,2015,M,Y25-59,TOTAL,674.8,Lithuania,69.2
LT,2015,M,Y40-59,TOTAL,396.9,Lithuania,69.2
LT,2015,M,Y35-39,ED0-2,11.5,Lithuania,69.2
LT,2015,M,Y50-74,ED3_4,252.1,Lithuania,69.2
LT,2015,M,Y20-24,ED5-8,12.1,Lithuania,69.2
LT,2015,M,Y15-74,ED0-2,175.6,Lithuania,69.2
LT,2015,M,Y15-19,TOTAL,85.7,Lithuania,69.2
LT,2016,F,Y50-59,ED0-2,4.6,Lithuania,80.1
LT,2016,F,Y50-64,ED3_4,202.5,Lithuania,80.1
LT,2016,F,Y25-59,ED0-2,28.1,Lithuania,80.1
LT,2016,F,Y25-39,ED5-8,170.3,Lithuania,80.1
LT,2016,F,Y15-39,TOTAL,439.8,Lithuania,80.1
LT,2016,F,Y20-64,TOTAL,902.5,Lithuania,80.1
LT,2016,F,Y40-44,ED0-2,5.6,Lithuania,80.1
LT,2016,F,Y15-39,ED5-8,190.8,Lithuania,80.1
LT,2016,F,Y50-54,ED3_4,70.6,Lithuania,80.1
LT,2016,F,Y25-54,TOTAL,591.3,Lithuania,80.1
LT,2016,F,Y20-24,ED5-8,20.5,Lithuania,80.1
LT,2016,F,Y55-64,TOTAL,218.1,Lithuania,80.1
LT,2016,F,Y25-64,ED0-2,32.3,Lithuania,80.1
LT,2016,F,Y40-59,TOTAL,441.6,Lithuania,80.1
LT,2016,F,Y25-74,ED3_4,494.8,Lithuania,80.1
LT,2016,F,Y20-24,TOTAL,93.1,Lithuania,80.1
LT,2016,F,Y25-29,ED3_4,26.4,Lithuania,80.1
LT,2016,F,Y30-34,ED0-2,4.9,Lithuania,80.1
LT,2016,F,Y25-64,ED5-8,380.8,Lithuania,80.1
