geography,date,sex,age,isced11,Population_in_thousands,Country_Name,Life_expectancy_in_years
AT,2009,M,Y35-39,TOTAL,303.2,Austria,77.6
AT,2009,M,Y15-19,ED0-2,215.2,Austria,77.6
AT,2009,M,Y65-69,TOTAL,221.9,Austria,77.6
AT,2009,M,Y25-39,TOTAL,838.2,Austria,77.6
AT,2009,M,Y40-64,ED5-8,306.1,Austria,77.6
AT,2009,M,Y15-64,TOTAL,2763.7,Austria,77.6
AT,2009,M,Y15-74,ED0-2,628.7,Austria,77.6
AT,2009,M,Y25-59,ED5-8,434.5,Austria,77.6
AT,2009,M,Y25-59,TOTAL,2059.4,Austria,77.6
AT,2009,M,Y20-24,ED3_4,203.9,Austria,77.6
AT,2009,M,Y25-74,ED3_4,1702.2,Austria,77.6
AT,2009,M,Y15-59,TOTAL,2550,Austria,77.6
AT,2009,M,Y25-54,ED5-8,386.4,Austria,77.6
AT,2009,M,Y30-34,TOTAL,262.5,Austria,77.6
AT,2009,M,Y55-64,ED5-8,93.8,Austria,77.6
AT,2009,M,Y25-64,ED0-2,290,Austria,77.6
AT,2009,M,Y20-64,TOTAL,2520.6,Austria,77.6
AT,2009,M,Y20-64,ED5-8,488.3,Austria,77.6
AT,2009,M,Y55-64,ED3_4,272.2,Austria,77.6
AT,2009,M,Y35-39,ED3_4,203.5,Austria,77.6
AT,2009,M,Y15-59,ED0-2,500.5,Austria,77.6
AT,2009,M,Y15-24,TOTAL,490.6,Austria,77.6
AT,2009,M,Y30-34,ED0-2,25.2,Austria,77.6
AT,2009,M,Y65-69,ED5-8,49.5,Austria,77.6
AT,2009,M,Y40-44,ED0-2,40.3,Austria,77.6
AT,2009,M,Y55-59,ED0-2,44.8,Austria,77.6
AT,2009,M,Y40-64,ED0-2,204.8,Austria,77.6
AT,2009,M,Y65-69,ED0-2,45,Austria,77.6
AT,2009,M,Y30-34,ED5-8,60.1,Austria,77.6
AT,2009,M,Y25-29,ED0-2,29.7,Austria,77.6
AT,2010,F,Y15-19,TOTAL,241.1,Austria,83.5
AT,2010,F,Y50-54,TOTAL,299.7,Austria,83.5
AT,2010,F,Y15-39,ED5-8,200,Austria,83.5
AT,2010,F,Y65-69,ED3_4,123.6,Austria,83.5
AT,2010,F,Y25-29,ED3_4,181.6,Austria,83.5
AT,2010,F,Y25-54,ED5-8,338.8,Austria,83.5
AT,2010,F,Y40-44,TOTAL,344.2,Austria,83.5
AT,2010,F,Y25-39,ED3_4,528,Austria,83.5
AT,2010,F,Y55-64,ED3_4,251.5,Austria,83.5
AT,2010,F,Y15-64,TOTAL,2802.7,Austria,83.5
AT,2010,F,Y35-39,ED5-8,61.3,Austria,83.5
AT,2010,F,Y50-74,TOTAL,1212.8,Austria,83.5
AT,2010,F,Y20-24,TOTAL,253.8,Austria,83.5
AT,2010,F,Y55-64,ED5-8,57.6,Austria,83.5
AT,2010,F,Y15-24,TOTAL,494.9,Austria,83.5
AT,2010,F,Y50-64,TOTAL,785.8,Austria,83.5
AT,2010,F,Y45-49,TOTAL,345.3,Austria,83.5
AT,2010,F,Y25-49,ED5-8,295.3,Austria,83.5
AT,2010,F,Y40-44,ED5-8,59.5,Austria,83.5
AT,2010,F,Y55-59,ED3_4,131.2,Austria,83.5
AT,2010,F,Y50-74,ED0-2,459,Austria,83.5
AT,2010,F,Y50-54,ED5-8,43.5,Austria,83.5
AT,2010,F,Y50-54,ED0-2,85.9,Austria,83.5
AT,2010,F,Y55-59,TOTAL,251.3,Austria,83.5
AT,2010,F,Y25-54,ED3_4,1136.4,Austria,83.5
AT,2010,F,Y20-64,ED0-2,558.8,Austria,83.5
AT,2010,F,Y25-74,ED5-8,427.8,Austria,83.5
AT,2010,F,Y20-64,TOTAL,2561.6,Austria,83.5
AT,2010,F,Y50-64,ED0-2,262.9,Austria,83.5
AT,2010,F,Y25-39,TOTAL,832.6,Austria,83.5
AT,2010,F,Y15-19,ED3_4,43,Austria,83.5
AT,2010,F,Y40-59,TOTAL,1240.4,Austria,83.5
AT,2010,F,Y55-59,ED5-8,33.4,Austria,83.5
AT,2010,F,Y40-64,ED5-8,214,Austria,83.5
AT,2010,F,Y15-64,ED0-2,756.8,Austria,83.5
AT,2010,F,Y45-49,ED5-8,53.4,Austria,83.5
AT,2010,F,Y25-54,TOTAL,1821.8,Austria,83.5
AT,2010,F,Y25-49,ED0-2,260.6,Austria,83.5
AT,2010,F,Y40-64,ED0-2,401.2,Austria,83.5
AT,2010,F,Y50-74,ED3_4,621.3,Austria,83.5
AT,2010,F,Y50-59,ED3_4,301.5,Austria,83.5
AT,2010,F,Y40-44,ED3_4,219.1,Austria,83.5
AT,2010,F,Y35-39,ED3_4,184.5,Austria,83.5
AT,2010,F,Y60-64,TOTAL,234.8,Austria,83.5
AT,2010,F,Y25-64,ED0-2,523.5,Austria,83.5
AT,2010,F,Y30-34,TOTAL,260.7,Austria,83.5
AT,2010,F,Y15-24,ED0-2,233.3,Austria,83.5
AT,2010,F,Y15-39,ED3_4,771.9,Austria,83.5
AT,2010,F,Y15-74,ED5-8,445.5,Austria,83.5
AT,2010,F,Y40-64,TOTAL,1475.3,Austria,83.5
AT,2010,F,Y15-39,TOTAL,1327.5,Austria,83.5
AT,2010,F,Y25-29,ED0-2,35.7,Austria,83.5
AT,2010,F,Y40-59,ED3_4,739.7,Austria,83.5
AT,2010,F,Y55-64,ED0-2,176.9,Austria,83.5
AT,2010,F,Y45-49,ED0-2,72.8,Austria,83.5
AT,2010,F,Y20-24,ED0-2,35.3,Austria,83.5
AT,2010,F,Y30-34,ED0-2,35.2,Austria,83.5
AT,2010,F,Y65-69,ED5-8,20,Austria,83.5
AT,2010,F,Y25-39,ED0-2,122.2,Austria,83.5
AT,2010,F,Y60-64,ED0-2,90.3,Austria,83.5
AT,2010,F,Y15-74,TOTAL,3229.8,Austria,83.5
AT,2010,F,Y60-64,ED5-8,24.2,Austria,83.5
AT,2010,F,Y15-19,ED0-2,198,Austria,83.5
AT,2010,F,Y50-64,ED3_4,421.8,Austria,83.5
AT,2010,F,Y25-49,ED3_4,966.2,Austria,83.5
AT,2010,F,Y15-24,ED3_4,243.9,Austria,83.5
AT,2010,F,Y25-74,TOTAL,2734.9,Austria,83.5
AT,2010,F,Y25-29,TOTAL,274.7,Austria,83.5
AT,2010,F,Y50-74,ED5-8,132.5,Austria,83.5
AT,2010,F,Y45-49,ED3_4,219,Austria,83.5
AT,2010,F,Y50-59,TOTAL,550.9,Austria,83.5
AT,2010,F,Y55-64,TOTAL,486.1,Austria,83.5
AT,2010,F,Y50-59,ED0-2,172.6,Austria,83.5
AT,2010,F,Y25-54,ED0-2,346.5,Austria,83.5
AT,2010,F,Y25-39,ED5-8,182.4,Austria,83.5
AT,2010,F,Y40-64,ED3_4,860,Austria,83.5
AT,2010,F,Y50-54,ED3_4,170.3,Austria,83.5
AT,2010,F,Y25-74,ED0-2,719.6,Austria,83.5
AT,2010,F,Y15-59,ED5-8,389.8,Austria,83.5
AT,2010,F,Y50-64,ED5-8,101.1,Austria,83.5
AT,2010,F,Y20-64,ED5-8,414,Austria,83.5
AT,2010,F,Y20-64,ED3_4,1588.8,Austria,83.5
AT,2010,F,Y25-74,ED3_4,1587.5,Austria,83.5
AT,2010,F,Y50-59,ED5-8,76.8,Austria,83.5
AT,2010,F,Y40-59,ED5-8,189.8,Austria,83.5
AT,2010,F,Y55-59,ED0-2,86.6,Austria,83.5
AT,2010,F,Y65-69,ED0-2,91.7,Austria,83.5
AT,2010,F,Y25-64,ED3_4,1388,Austria,83.5
AT,2010,F,Y15-74,ED3_4,1831.4,Austria,83.5
AT,2010,F,Y30-34,ED3_4,161.9,Austria,83.5
AT,2010,F,Y25-59,ED5-8,372.2,Austria,83.5
AT,2010,F,Y15-59,ED3_4,1511.6,Austria,83.5
AT,2010,F,Y20-24,ED5-8,17.6,Austria,83.5
AT,2010,F,Y25-29,ED5-8,57.4,Austria,83.5
AT,2010,F,Y15-64,ED5-8,414.1,Austria,83.5
AT,2010,F,Y25-59,TOTAL,2073,Austria,83.5
AT,2010,F,Y25-59,ED0-2,433.2,Austria,83.5
AT,2010,F,Y25-49,TOTAL,1522.1,Austria,83.5
AT,2010,F,Y30-34,ED5-8,63.6,Austria,83.5
AT,2010,F,Y40-44,ED0-2,65.6,Austria,83.5
AT,2010,F,Y15-24,ED5-8,17.6,Austria,83.5
AT,2010,F,Y35-39,TOTAL,297.2,Austria,83.5
AT,2010,F,Y60-64,ED3_4,120.3,Austria,83.5
AT,2010,F,Y40-59,ED0-2,310.9,Austria,83.5
AT,2010,F,Y15-74,ED0-2,952.9,Austria,83.5
AT,2010,F,Y15-39,ED0-2,355.5,Austria,83.5
AT,2010,F,Y65-69,TOTAL,235.2,Austria,83.5
AT,2010,F,Y25-64,ED5-8,396.4,Austria,83.5
AT,2010,F,Y15-59,TOTAL,2567.9,Austria,83.5
AT,2010,F,Y25-64,TOTAL,2307.8,Austria,83.5
AT,2010,F,Y15-59,ED0-2,666.5,Austria,83.5
AT,2010,F,Y25-59,ED3_4,1267.7,Austria,83.5
AT,2010,F,Y35-39,ED0-2,51.4,Austria,83.5
AT,2010,F,Y15-64,ED3_4,1631.9,Austria,83.5
AT,2010,F,Y20-24,ED3_4,200.9,Austria,83.5
AT,2010,M,Y50-64,ED3_4,479,Austria,77.8
AT,2010,M,Y55-59,ED5-8,52.3,Austria,77.8
AT,2010,M,Y20-64,TOTAL,2528.4,Austria,77.8
AT,2010,M,Y40-59,ED0-2,155.3,Austria,77.8
AT,2010,M,Y25-29,ED0-2,30.9,Austria,77.8
AT,2010,M,Y15-24,ED0-2,251.7,Austria,77.8
AT,2010,M,Y25-64,ED5-8,482.1,Austria,77.8
AT,2010,M,Y60-64,TOTAL,218.8,Austria,77.8
AT,2010,M,Y50-64,TOTAL,754.6,Austria,77.8
AT,2010,M,Y45-49,TOTAL,350.5,Austria,77.8
AT,2010,M,Y15-24,TOTAL,489.4,Austria,77.8
AT,2010,M,Y25-29,ED5-8,41.8,Austria,77.8
AT,2010,M,Y35-39,TOTAL,291.1,Austria,77.8
AT,2010,M,Y65-69,ED0-2,40.9,Austria,77.8
AT,2010,M,Y25-39,ED5-8,171.4,Austria,77.8
AT,2010,M,Y15-64,ED0-2,537.9,Austria,77.8
AT,2010,M,Y45-49,ED3_4,228.8,Austria,77.8
AT,2010,M,Y50-74,ED3_4,687.7,Austria,77.8
AT,2010,M,Y25-74,ED3_4,1720.4,Austria,77.8
AT,2010,M,Y25-59,TOTAL,2061.1,Austria,77.8
AT,2010,M,Y50-64,ED0-2,119.4,Austria,77.8
AT,2010,M,Y40-44,ED0-2,36.7,Austria,77.8
AT,2010,M,Y20-24,TOTAL,248.4,Austria,77.8
AT,2010,M,Y25-39,TOTAL,825.8,Austria,77.8
AT,2010,M,Y40-64,ED5-8,310.8,Austria,77.8
AT,2010,M,Y40-64,ED3_4,946.2,Austria,77.8
AT,2010,M,Y45-49,ED5-8,80.7,Austria,77.8
AT,2010,M,Y40-59,TOTAL,1235.4,Austria,77.8
AT,2010,M,Y50-59,ED0-2,77.5,Austria,77.8
AT,2010,M,Y25-29,TOTAL,273.8,Austria,77.8
AT,2010,M,Y60-64,ED0-2,41.9,Austria,77.8
AT,2010,M,Y25-74,ED5-8,556.6,Austria,77.8
AT,2010,M,Y65-69,ED5-8,46.1,Austria,77.8
AT,2010,M,Y20-64,ED5-8,490.5,Austria,77.8
AT,2010,M,Y50-74,ED0-2,205.8,Austria,77.8
AT,2010,M,Y15-64,TOTAL,2769.3,Austria,77.8
AT,2010,M,Y15-39,TOTAL,1315.2,Austria,77.8
AT,2010,M,Y50-59,ED3_4,345.8,Austria,77.8
AT,2010,M,Y25-54,ED5-8,386.1,Austria,77.8
AT,2010,M,Y25-64,TOTAL,2279.9,Austria,77.8
AT,2010,M,Y40-44,ED3_4,238.5,Austria,77.8
AT,2010,M,Y50-54,ED0-2,39.4,Austria,77.8
AT,2010,M,Y20-64,ED0-2,323.4,Austria,77.8
AT,2010,M,Y25-59,ED3_4,1378.5,Austria,77.8
AT,2010,M,Y25-39,ED0-2,89,Austria,77.8
AT,2010,M,Y60-64,ED5-8,43.7,Austria,77.8
AT,2010,M,Y25-29,ED3_4,201,Austria,77.8
AT,2010,M,Y55-64,ED3_4,282.6,Austria,77.8
AT,2010,M,Y35-39,ED3_4,190.4,Austria,77.8
AT,2010,M,Y30-34,ED5-8,58.3,Austria,77.8
AT,2010,M,Y40-59,ED3_4,813,Austria,77.8
AT,2010,M,Y25-59,ED0-2,244.3,Austria,77.8
AT,2010,M,Y15-59,ED3_4,1607.7,Austria,77.8
AT,2010,M,Y15-74,ED0-2,624.3,Austria,77.8
AT,2010,M,Y40-64,ED0-2,197.2,Austria,77.8
AT,2010,M,Y25-64,ED3_4,1511.6,Austria,77.8
AT,2010,M,Y25-59,ED5-8,438.4,Austria,77.8
AT,2010,M,Y50-74,ED5-8,230.7,Austria,77.8
AT,2010,M,Y40-44,TOTAL,349.1,Austria,77.8
AT,2010,M,Y25-49,ED3_4,1032.7,Austria,77.8
AT,2010,M,Y55-64,TOTAL,458.5,Austria,77.8
AT,2010,M,Y25-74,TOTAL,2649.5,Austria,77.8
AT,2010,M,Y15-19,TOTAL,241,Austria,77.8
AT,2010,M,Y40-59,ED5-8,267,Austria,77.8
AT,2010,M,Y35-39,ED5-8,71.3,Austria,77.8
AT,2010,M,Y25-74,ED0-2,372.6,Austria,77.8
AT,2010,M,Y25-54,TOTAL,1821.4,Austria,77.8
AT,2010,M,Y15-59,TOTAL,2550.5,Austria,77.8
AT,2010,M,Y55-59,ED3_4,149.4,Austria,77.8
AT,2010,M,Y50-54,ED3_4,196.4,Austria,77.8
AT,2010,M,Y50-59,TOTAL,535.8,Austria,77.8
AT,2010,M,Y20-24,ED0-2,37.3,Austria,77.8
AT,2010,M,Y50-54,TOTAL,296.1,Austria,77.8
AT,2010,M,Y55-59,ED0-2,38.1,Austria,77.8
AT,2010,M,Y15-74,ED3_4,1949.6,Austria,77.8
AT,2010,M,Y15-39,ED5-8,179.9,Austria,77.8
AT,2010,M,Y15-64,ED5-8,490.6,Austria,77.8
AT,2010,M,Y30-34,TOTAL,260.9,Austria,77.8
AT,2010,M,Y15-24,ED5-8,8.5,Austria,77.8
AT,2010,M,Y15-74,TOTAL,3138.9,Austria,77.8
AT,2010,M,Y25-49,ED5-8,325.9,Austria,77.8
AT,2010,M,Y15-19,ED0-2,214.5,Austria,77.8
AT,2010,M,Y45-49,ED0-2,41.1,Austria,77.8
AT,2010,M,Y15-19,ED3_4,26.4,Austria,77.8
AT,2010,M,Y65-69,ED3_4,121.1,Austria,77.8
AT,2010,M,Y25-54,ED0-2,206.2,Austria,77.8
AT,2010,M,Y15-59,ED0-2,496,Austria,77.8
AT,2010,M,Y15-39,ED0-2,340.7,Austria,77.8
AT,2010,M,Y50-64,ED5-8,156.2,Austria,77.8
AT,2010,M,Y25-54,ED3_4,1229.1,Austria,77.8
AT,2010,M,Y20-24,ED3_4,202.8,Austria,77.8
AT,2010,M,Y60-64,ED3_4,133.2,Austria,77.8
AT,2010,M,Y50-59,ED5-8,112.5,Austria,77.8
AT,2010,M,Y25-39,ED3_4,565.4,Austria,77.8
AT,2010,M,Y50-54,ED5-8,60.2,Austria,77.8
AT,2010,M,Y25-64,ED0-2,286.2,Austria,77.8
AT,2010,M,Y25-49,TOTAL,1525.3,Austria,77.8
AT,2010,M,Y65-69,TOTAL,208.1,Austria,77.8
AT,2010,M,Y15-24,ED3_4,229.2,Austria,77.8
AT,2010,M,Y30-34,ED0-2,28.6,Austria,77.8
AT,2010,M,Y35-39,ED0-2,29.4,Austria,77.8
AT,2010,M,Y55-59,TOTAL,239.7,Austria,77.8
AT,2010,M,Y15-74,ED5-8,565.1,Austria,77.8
AT,2010,M,Y40-64,TOTAL,1454.2,Austria,77.8
AT,2010,M,Y20-64,ED3_4,1714.4,Austria,77.8
AT,2010,M,Y40-44,ED5-8,73.9,Austria,77.8
AT,2010,M,Y25-49,ED0-2,166.7,Austria,77.8
AT,2010,M,Y15-64,ED3_4,1740.8,Austria,77.8
AT,2010,M,Y15-59,ED5-8,446.9,Austria,77.8
AT,2010,M,Y15-39,ED3_4,794.6,Austria,77.8
AT,2010,M,Y55-64,ED0-2,80,Austria,77.8
AT,2010,M,Y20-24,ED5-8,8.4,Austria,77.8
AT,2010,M,Y50-74,TOTAL,1124.2,Austria,77.8
AT,2010,M,Y30-34,ED3_4,174.1,Austria,77.8
AT,2010,M,Y55-64,ED5-8,96,Austria,77.8
AT,2011,F,Y45-49,ED5-8,54.6,Austria,83.8
AT,2011,F,Y50-54,ED0-2,82.1,Austria,83.8
AT,2011,F,Y25-39,ED3_4,528.1,Austria,83.8
AT,2011,F,Y35-39,ED3_4,182.5,Austria,83.8
AT,2011,F,Y50-64,TOTAL,812.9,Austria,83.8
AT,2011,F,Y25-49,ED5-8,296.8,Austria,83.8
AT,2011,F,Y15-64,ED3_4,1652.2,Austria,83.8
AT,2011,F,Y15-39,TOTAL,1318.6,Austria,83.8
AT,2011,F,Y35-39,TOTAL,287.9,Austria,83.8
AT,2011,F,Y55-59,ED5-8,32.6,Austria,83.8
AT,2011,F,Y25-39,TOTAL,825.4,Austria,83.8
AT,2011,F,Y25-49,ED3_4,962.7,Austria,83.8
AT,2011,F,Y35-39,ED5-8,61.3,Austria,83.8
AT,2011,F,Y15-59,ED5-8,390.9,Austria,83.8
AT,2011,F,Y25-59,TOTAL,2079.9,Austria,83.8
AT,2011,F,Y50-59,TOTAL,566.6,Austria,83.8
AT,2011,F,Y30-34,TOTAL,263.9,Austria,83.8
AT,2011,F,Y65-69,TOTAL,216.4,Austria,83.8
AT,2011,F,Y15-74,ED3_4,1853.2,Austria,83.8
AT,2011,F,Y15-39,ED5-8,199.8,Austria,83.8
AT,2011,F,Y25-64,TOTAL,2326.1,Austria,83.8
AT,2011,F,Y40-59,ED3_4,750.6,Austria,83.8
AT,2011,F,Y50-54,ED3_4,183,Austria,83.8
AT,2011,F,Y40-59,TOTAL,1254.5,Austria,83.8
AT,2011,F,Y15-59,ED3_4,1524.3,Austria,83.8
AT,2011,F,Y20-64,ED3_4,1609.6,Austria,83.8
AT,2011,F,Y40-59,ED0-2,312.9,Austria,83.8
AT,2011,F,Y50-64,ED0-2,268.1,Austria,83.8
AT,2011,F,Y20-64,TOTAL,2581.5,Austria,83.8
AT,2011,F,Y50-74,ED0-2,465.4,Austria,83.8
AT,2011,F,Y25-39,ED5-8,181.5,Austria,83.8
AT,2011,F,Y25-49,ED0-2,253.8,Austria,83.8
AT,2011,F,Y50-74,TOTAL,1239.8,Austria,83.8
AT,2011,F,Y15-24,ED5-8,18.3,Austria,83.8
AT,2011,F,Y25-74,ED0-2,719.1,Austria,83.8
AT,2011,F,Y35-39,ED0-2,44.1,Austria,83.8
AT,2011,F,Y15-19,ED3_4,42.6,Austria,83.8
AT,2011,F,Y60-64,ED0-2,93.2,Austria,83.8
AT,2011,F,Y25-54,ED3_4,1145.7,Austria,83.8
AT,2011,F,Y15-19,TOTAL,237.9,Austria,83.8
AT,2011,F,Y15-74,ED0-2,948.5,Austria,83.8
AT,2011,F,Y25-74,ED3_4,1607.6,Austria,83.8
AT,2011,F,Y50-54,ED5-8,43.2,Austria,83.8
AT,2011,F,Y65-69,ED5-8,17.9,Austria,83.8
AT,2011,F,Y25-29,TOTAL,273.6,Austria,83.8
AT,2011,F,Y40-64,ED0-2,406.1,Austria,83.8
AT,2011,F,Y20-24,ED0-2,34.1,Austria,83.8
AT,2011,F,Y30-34,ED5-8,64.2,Austria,83.8
AT,2011,F,Y15-64,ED0-2,751.2,Austria,83.8
AT,2011,F,Y40-64,ED3_4,878.5,Austria,83.8
AT,2011,F,Y50-59,ED3_4,316,Austria,83.8
AT,2011,F,Y15-59,ED0-2,658,Austria,83.8
AT,2011,F,Y25-54,TOTAL,1821.5,Austria,83.8
AT,2011,F,Y60-64,ED5-8,25.1,Austria,83.8
AT,2011,F,Y55-59,ED3_4,133,Austria,83.8
AT,2011,F,Y15-74,ED5-8,444.6,Austria,83.8
AT,2011,F,Y65-69,ED0-2,85.4,Austria,83.8
AT,2011,F,Y50-54,TOTAL,308.2,Austria,83.8
AT,2011,F,Y60-64,TOTAL,246.2,Austria,83.8
AT,2011,F,Y20-64,ED5-8,415.9,Austria,83.8
AT,2011,F,Y55-64,ED3_4,260.9,Austria,83.8
AT,2011,F,Y55-64,TOTAL,504.6,Austria,83.8
AT,2011,F,Y20-24,TOTAL,255.3,Austria,83.8
AT,2011,F,Y15-39,ED3_4,773.7,Austria,83.8
AT,2011,F,Y65-69,ED3_4,113.2,Austria,83.8
AT,2011,F,Y20-24,ED5-8,18.3,Austria,83.8
AT,2011,F,Y15-64,ED5-8,416,Austria,83.8
AT,2011,F,Y25-59,ED5-8,372.6,Austria,83.8
AT,2011,F,Y40-44,ED0-2,60.3,Austria,83.8
AT,2011,F,Y25-64,ED5-8,397.7,Austria,83.8
AT,2011,F,Y25-54,ED0-2,335.9,Austria,83.8
AT,2011,F,Y25-64,ED3_4,1406.6,Austria,83.8
AT,2011,F,Y15-24,TOTAL,493.2,Austria,83.8
AT,2011,F,Y50-64,ED5-8,100.9,Austria,83.8
AT,2011,F,Y40-44,TOTAL,338.5,Austria,83.8
AT,2011,F,Y40-64,TOTAL,1500.7,Austria,83.8
AT,2011,F,Y30-34,ED0-2,37.4,Austria,83.8
AT,2011,F,Y15-39,ED0-2,345.1,Austria,83.8
AT,2011,F,Y55-64,ED5-8,57.7,Austria,83.8
AT,2011,F,Y55-64,ED0-2,186,Austria,83.8
AT,2011,F,Y15-74,TOTAL,3246.3,Austria,83.8
AT,2011,F,Y25-59,ED3_4,1278.7,Austria,83.8
AT,2011,F,Y25-74,TOTAL,2753,Austria,83.8
AT,2011,F,Y15-59,TOTAL,2573.1,Austria,83.8
AT,2011,F,Y50-74,ED3_4,644.9,Austria,83.8
AT,2011,F,Y45-49,TOTAL,349.4,Austria,83.8
AT,2011,F,Y25-29,ED3_4,183.3,Austria,83.8
AT,2011,F,Y45-49,ED3_4,217.1,Austria,83.8
AT,2011,F,Y20-24,ED3_4,203,Austria,83.8
AT,2011,F,Y50-59,ED5-8,75.8,Austria,83.8
AT,2011,F,Y40-59,ED5-8,191,Austria,83.8
AT,2011,F,Y25-74,ED5-8,426.3,Austria,83.8
AT,2011,F,Y25-64,ED0-2,521.9,Austria,83.8
AT,2011,F,Y25-49,TOTAL,1513.3,Austria,83.8
AT,2011,F,Y30-34,ED3_4,162.3,Austria,83.8
AT,2011,F,Y15-24,ED0-2,229.3,Austria,83.8
AT,2011,F,Y20-64,ED0-2,556,Austria,83.8
AT,2011,F,Y25-39,ED0-2,115.8,Austria,83.8
AT,2011,F,Y60-64,ED3_4,127.9,Austria,83.8
AT,2011,F,Y15-19,ED0-2,195.2,Austria,83.8
AT,2011,F,Y50-59,ED0-2,174.9,Austria,83.8
AT,2011,F,Y45-49,ED0-2,77.7,Austria,83.8
AT,2011,F,Y15-64,TOTAL,2819.4,Austria,83.8
AT,2011,F,Y40-44,ED5-8,60.6,Austria,83.8
AT,2011,F,Y50-74,ED5-8,129.5,Austria,83.8
AT,2011,F,Y25-29,ED5-8,56.1,Austria,83.8
AT,2011,F,Y25-54,ED5-8,340,Austria,83.8
AT,2011,F,Y50-64,ED3_4,443.9,Austria,83.8
AT,2011,F,Y25-59,ED0-2,428.7,Austria,83.8
AT,2011,F,Y55-59,ED0-2,92.8,Austria,83.8
AT,2011,F,Y40-44,ED3_4,217.5,Austria,83.8
AT,2011,F,Y40-64,ED5-8,216.1,Austria,83.8
AT,2011,F,Y25-29,ED0-2,34.3,Austria,83.8
AT,2011,F,Y15-24,ED3_4,245.6,Austria,83.8
AT,2011,F,Y55-59,TOTAL,258.4,Austria,83.8
AT,2011,M,Y35-39,TOTAL,281.6,Austria,78.3
AT,2011,M,Y25-54,ED3_4,1216.2,Austria,78.3
AT,2011,M,Y20-64,TOTAL,2545.6,Austria,78.3
AT,2011,M,Y25-49,TOTAL,1513.9,Austria,78.3
AT,2011,M,Y25-54,TOTAL,1819.9,Austria,78.3
AT,2011,M,Y45-49,ED0-2,38.8,Austria,78.3
AT,2011,M,Y15-39,ED3_4,789.8,Austria,78.3
AT,2011,M,Y55-64,ED5-8,93.2,Austria,78.3
AT,2011,M,Y15-74,ED5-8,572.4,Austria,78.3
AT,2011,M,Y40-64,ED0-2,205.2,Austria,78.3
AT,2011,M,Y15-59,ED3_4,1600.1,Austria,78.3
AT,2011,M,Y40-64,ED3_4,952.9,Austria,78.3
AT,2011,M,Y25-64,TOTAL,2295.4,Austria,78.3
AT,2011,M,Y25-59,ED0-2,247.5,Austria,78.3
AT,2011,M,Y15-64,TOTAL,2781.7,Austria,78.3
AT,2011,M,Y55-59,ED0-2,40,Austria,78.3
AT,2011,M,Y60-64,ED0-2,45.7,Austria,78.3
AT,2011,M,Y55-59,TOTAL,246.5,Austria,78.3
AT,2011,M,Y65-69,ED5-8,42.4,Austria,78.3
AT,2011,M,Y50-59,ED5-8,119.2,Austria,78.3
AT,2011,M,Y25-64,ED3_4,1512.8,Austria,78.3
AT,2011,M,Y25-54,ED0-2,207.6,Austria,78.3
AT,2011,M,Y20-64,ED5-8,497.6,Austria,78.3
AT,2011,M,Y35-39,ED5-8,66.2,Austria,78.3
AT,2011,M,Y55-64,ED0-2,85.7,Austria,78.3
AT,2011,M,Y25-39,ED0-2,88,Austria,78.3
AT,2011,M,Y30-34,ED0-2,28.5,Austria,78.3
AT,2011,M,Y40-59,ED5-8,277.7,Austria,78.3
AT,2011,M,Y25-74,ED0-2,380.5,Austria,78.3
AT,2011,M,Y55-64,TOTAL,475.5,Austria,78.3
AT,2011,M,Y55-64,ED3_4,296.6,Austria,78.3
AT,2011,M,Y60-64,TOTAL,229,Austria,78.3
AT,2011,M,Y20-64,ED3_4,1714.3,Austria,78.3
AT,2011,M,Y50-64,ED3_4,494.4,Austria,78.3
AT,2011,M,Y15-74,ED3_4,1950.3,Austria,78.3
AT,2011,M,Y15-24,TOTAL,486.3,Austria,78.3
AT,2011,M,Y15-24,ED3_4,229.9,Austria,78.3
AT,2011,M,Y25-39,TOTAL,818.8,Austria,78.3
AT,2011,M,Y40-44,ED5-8,76.8,Austria,78.3
AT,2011,M,Y25-64,ED5-8,489.4,Austria,78.3
AT,2011,M,Y15-19,ED3_4,28.4,Austria,78.3
AT,2011,M,Y45-49,ED5-8,81.7,Austria,78.3
AT,2011,M,Y30-34,ED5-8,60.3,Austria,78.3
AT,2011,M,Y25-59,ED5-8,448.7,Austria,78.3
AT,2011,M,Y25-29,TOTAL,272.8,Austria,78.3
AT,2011,M,Y35-39,ED3_4,184.2,Austria,78.3
AT,2011,M,Y15-19,ED0-2,207.5,Austria,78.3
AT,2011,M,Y50-54,TOTAL,306.1,Austria,78.3
AT,2011,M,Y60-64,ED3_4,142.6,Austria,78.3
AT,2011,M,Y50-54,ED0-2,41.6,Austria,78.3
AT,2011,M,Y15-24,ED5-8,8.4,Austria,78.3
AT,2011,M,Y25-74,ED5-8,564,Austria,78.3
AT,2011,M,Y40-44,ED3_4,224.4,Austria,78.3
AT,2011,M,Y30-34,TOTAL,264.4,Austria,78.3
AT,2011,M,Y40-44,TOTAL,340.3,Austria,78.3
AT,2011,M,Y40-44,ED0-2,39.1,Austria,78.3
AT,2011,M,Y50-74,ED3_4,701.9,Austria,78.3
AT,2011,M,Y50-54,ED3_4,197.8,Austria,78.3
AT,2011,M,Y40-59,ED0-2,159.5,Austria,78.3
AT,2011,M,Y25-54,ED5-8,396.2,Austria,78.3
AT,2011,M,Y15-64,ED3_4,1742.7,Austria,78.3
